id_trabalho,traducao,keyword
907,"Asymmetric distributions have been used in data modeling in several areas. Medical, genetic and financial, among other applications. Asymmetric distributions such as alpha-stable, normal, Student&#39;s t and asymmetric Laplace are the main options. In this work we compare the modeling of these distributions and test the ability of the AIC and BIC criteria to identify the best model for a data set. We also apply this methodology to cryptocurrency data.","Distribuições assimétricas, alpha-estável, normal assimétrica, t de Student assimétrica, Laplace assimétrica, criptomoedas."
932,"Multiplex networks are becoming more and more prevalent in many fields and have emerged as a powerful tool to model the complexity of real networks. There is a critical need to develop inference models for multiplex networks that can take into account the dependency between the different layers of the network, especially when the objective is to detect communities. In this work, this gap is filled with the proposal of an innovative and efficient Bayesian model for the detection of communities in multiplex networks. One of the main features of our model is that it allows communities to vary in different layers, through a hierarchical structure, which differs from many of the existing methods for modeling multiplex networks, which require communities to be fixed for all layers . Marginally, a stochastic block model (MBE) is assumed for each layer. Efficient MCMC algorithms were developed to sample the posterior distribution of unknown model parameters. The developed algorithms were applied to simulated data that demonstrate their good performance. Finally, applications were made to two examples of real data: first considering data on friendship between teenagers in a school in Glasgow, and then considering a multiplex network that represents different types of relationship between employees of a tailor shop in Kapferer.","Multiplex Networks, Community Detection, Block Stochastic Models, Hierarchical Models, Bayesian Inference"
1202,"This article investigates the use of dynamic models to estimate the volatility of time series using the Particle Filter numerical approximation method. In this article, the results of the estimates of the time series Stochastic Volatility model obtained good estimates for the model parameters. This model was applied to daily financial series linked to the assets of the Brazilian stock exchange, IBOVESPA. The result obtained was used to determine the optimal allocation of assets based on the Value-at-Risk risk exposure measure by applying the Monte Carlo Method, with simulation of 10000 portfolios for 252 periods in 10000 simulated scenarios based on the volatility model estimated.",Stochastic Volatility Model; Particles filter ; Monte Carlo Method; Dynamic Models; Portfolio allocation
1111,"Very common problems related to hospitals and health units, in general, it is the cost management and the perceived quality of them. A measure accepted in the literature for perceived quality is associated with the number of deaths. Thus, this study aims to analyze the characteristics of patients that affect the hospital cost of hospitalization as well as the probability of the patient&#39;s death. The results found are in some agreement with the literature when they state that age positively affects these variables and that there is an impact of the severity of each case on the probability of the occurrence of death. The study shows that body mass index, insulin dependent diabetes, cardiopulmonary bypass time, renal failure, mitrial failure, the character and type of surgery are relevant in determining the cost of a patient. When analyzing the probability of death, results were found that indicate that orovalvular surgeries are more likely when compared to other surgeries, in addition to this variable, the elective nature negatively affects this probability when compared to urgent and emergency cases. The results also show that reoperation, stable angina and the index that predicts the mortality of individuals who will undergo cardiac surgery, as well as the age of the patients, are significant to explain the probability of their death.",regression models; hospital cost forecast; occurrence of deaths; logit.
1248,"This work aims to study and analyze the behavior of censored data when the variable of interest is a time series. Censored data is understood when only partial observation of the response variable is obtained, which was interrupted for some reason, or when there is a number of values grouped into a threshold value. On the other hand, a time series is a collection of observations made sequentially over time, where the most important feature of this type of data is that neighboring observations are dependent, that is, the order of the data is crucial for the analysis. The combination of these concepts has a wide application in several areas of knowledge, with more evidence in the environmental, financial and economic areas. A statistical method widely used to study the relationship between two or more variables is the linear regression model, which is considered when there is a linear relationship between the variable of interest and the explanatory variables. The motivation for this work came from Correia (2015), who presented static and dynamic regression models for rates or proportions, that is, a data study with responses at limited intervals. In this case, the interval [0,1]. The inference will be considered under the Bayesian approach.",nothing
1046,"In the present work a study was developed for the occurrence of dengue in the urban area of Rio Claro, São Paulo - Brazil. The Municipal Health Foundation of the municipality provided data on reported cases in 2011. The main objective was to analyze different approaches to spatial models for the distribution of the disease in the municipality, divided by census tracts, and also to relate the disease to socioeconomic factors. A CAR spatial model with a classical approach and a CAR structure for a Bayesian spatial model were used. The results do not indicate notable differences between the analyses, and the classical approach is simpler compared to the Bayesian one. Using thematic maps, the estimates of the models were compared. Analyzes were performed using the R software.","Classic CAR Model, Bayesian CAR Model, Spatial Models."
1327,"This work aims at modeling count data that vary spatially and are inflated from zero. The Poisson log-normal model will be used to accommodate the overdispersion of the data and a mixture to structure the inflation of zeros. For the spatial structure, regional explanatory variables will be used and a spatial structure will be imposed in the modeling. The focus of the work is Bayesian and to infer about the parameters and the latent variable, Monte Carlo methods via Markov chains will be used. Abstract This work aims to model counting data that varies spatially and is inflated from zero. The log-normal Poisson model will be used to accommodate the overdispersion of the data and the mixture to structure the inflation of zeros. For the spatial structure, regional explanatory variables will be used and spatial structure will be imposed in the modeling. The focus of the work is Bayesian and to infer about the parameters and the latent variable Monte Carlo methods via Markov chains will be used.","MCMC, Poisson, log-normal, ZIP, mistura"
1349,"Citrus canker caused by the bacterium \textit{Xanthomonas citri} subsp. \textit{citri} brings several losses to citrus crops and industries. The identification of orange varieties resistant to this pathogen can help to overcome this problem. For this, a study was carried out involving two trials, which were evaluated using generalized mixed models. Mixed models stand out for being able to incorporate the dependence and the correlation structure of the errors, since observations made on the same individual do not have a null correlation. The methodology proved to be adequate, as it enabled the detection of the most susceptible varieties, meeting the necessary assumptions for modeling and providing reliable results.","Citrus Canker, Xanthomonas citri, GLMM, Mistos Models."
1191,"The default rate is a constant concern in companies today. Whatever the size of the company, your attention is always focused on lowering your rate to avoid financial losses. In the real estate sector, rental contracts for residential properties represent the majority of services used by clients, and the main problem with this service is the lack or delay in the payment of contracted rents. A practical solution to this issue is to use statistical models that can predict in advance the probability that a new customer will default or default on a future contract. Most companies already adopt the procedure of filling out a customer record at the time of closing a deal, so the construction of these models can be carried out directly on the registration data of existing customers who have entered into a property rental contract . In this work we present the case of a real estate company for which four forecast models were built: Artificial Neural Networks, Decision Tree, Logistic Regression and Discriminant Analysis. The results obtained in the evaluation of the models were satisfactory and their use will allow the company to respond quickly and be more assertive in the decision to close or not a new contract, thus reducing its default rate.","default, MLP Neural Networks, Logistic Regression, CHAID Decision Tree, Discriminant Analysis, real estate rental."
1285,"In this paper, we approach the estimation of the LGD (Loss Given Default), an important risk component in the use of the IRB (Internal Ratings Based) advanced by financial institutions. We developed and characterized the zero-inflated bimodal beta probability model, created the zero-inflated bimodal beta regression model (RBBZ) and proposed the estimation of the LGD risk component through the RBBZ model. The proposed approach is compared with beta regression models, zero-inflated beta regression and the SVR (Support Vector Machine) algorithm. In this study, we found that the RBBZ model presents satisfactory performance, showing it as a modeling alternative for estimating the LGD that has inflation at zero and bimodality in observations above zero.","Loss Given Default, regressão beta bimodal inflacionado em zero, support vector
regression machines"
1315,"In this work, diagnostic methods in semiparametric models with negative binomial response are presented. The model with only one non-parametric explanatory variable that was fitted using P-splines was considered. The penalized maximum likelihood estimates were obtained through a backfitting-type estimation procedure. Normal probability plots for the residual component of the deviation with simulated confidence bands and diagnosis of local influence were developed to assess the adequacy of the adjusted model and the sensitivity of the estimates. Finally, an illustrative example is presented in which the daily maximum of the average ozone concentration per hour (in ppm) in Los Angeles is adjusted through a model with a negative binomial response.","count data, negative binomial distribution, local influence, non-parametric methods, P-splines."
1271,"The exponentiated gamma distribution is very important in Survival Analysis and whose risk function presents different shapes such as crescent and bathtub shape. This distribution can be applied in several areas of knowledge such as biological and industrial. In the present study, maximum likelihood inferences and Bayesian inferences were applied to estimate the model parameters in the presence of complete data and progressively censored data. Assuming non-informative prior distribution, we present a Bayesian analysis using the MCMC (Markov Chain Monte Carlo) methods. A simulation study was carried out for different sample sizes and Type II Progressive Censoring schemes, in order to compare the performance of the estimators. In addition to the study under simulation, an application of both estimation methods to a real set of literature data was also performed.","Keywords: Exponentiated Gamma, type II progressive censorship, likelihood, Bayesian inference, MCMC."
1254,"We introduce a two-parameter distribution by using the continuous-continuous compounding approach. The new model is an extension of the Weibull distribution, which is obtained by taking the minimum of two continuous independent random variables. The proposed distribution is more flexible than the Weibull, and other competitive two-parameter models, since its density allows bimodal, left-skewed, right-skewed and reversed-J shapes. We show how to perform point estimation on the parameters that index the proposed model by using maximum likelihood method and a Monte Carlo experiment is carried out to evaluate the performance of those estimators for finite sample sizes.","Bimodal distributions, compounding approach, Weibull generalizations."
1244,"In repairable systems, it is very important to consider the choice of the appropriate model to the event time. In a lot of situations the nonhomogenous Poisson process model very well the data. But the heterogeneity between the systems must be included, it can be done by the frailty model, that is, a incorporation of an unobserved random variable multiplying the rate of occurrence of failures. The effect of accumulating event occurrences also must be considered, adding a multiplicative term in the rate of occurrence of failures. The propose of this paper is to include these terms in the model and suggest a method of estimation of the parameters considering the frailty in a nonparametric form. This model will be illustrated by an application with a real data set.",Repairable systems; nonhomogeneous Poisson process; power law process; nonparametric frailty; accumulating event occurrences.
1038,"The item response theory has gained prominence and strength, serving as a basis for statistical approaches to present themselves more refined. Based on this, this study was developed from a bibliometric research in order to expand the knowledge regarding citations and co-citations related to works developed in the scientific community with the theme Item Response Theory. For this, the Web of Science database was used, from 2008 to 2017, where citation and co-citation data were analyzed through text maps made with the Vosviewer software, demonstrating through cluster analysis and links made between authors and keywords.","Item Response Theory, citations, co-citations, bibliometrics."
1009,"In this work we present the regression model for multivariate count data using the COM-Poisson Zero-Inflated type I (ZICOMP type I) distribution. The proposed model is an extension of the Zero-Inflated Poisson type I (ZIP type I) multivariate model. We develop important distribution properties and propose a regression model. In a simulation study, the regression model with the proposed distribution presented very satisfactory results.",nothing
1174,"We study a generalization of the M/M/1 queuing model, coming from the idea of fractional derivatives. We discuss parameter estimation, data simulation and a possible generalization for the M/M/k queuing model.",nothing
1208,"Generalized linear mixed models (GLMM) have been widely applied for analysing correlated data in
the exponential family of distributions in which one may have, for instance, clustered, longitudinal and repeated-
measurement structures for the data. Sensitivity analysis in general requires, under the marginal approach, integral
approximation or numerical methods for obtaining analytical and interpretable expressions for influence measures. In
particular, some authors have discussed the derivation of the normal curvature of local influence in GLMM. For
instance, Ouwens et al. (2001) have presented approximations based on the Bayesian perspective, whereas
Rakhmawati et al. (2016) have discussed numerical solutions for obtaining the solution for the normal curvature in
some GLMM. In this work we apply Laplace approximation jointly with some mathematical procedures, such as the
intermediate value theorem, to derive analytical and intepretable expressions for the normal curvature in random
intercept generalized linear models. We showed under some usual conditions that Laplace approximation can be
used, since the involved functions in the procedures are unimodals. Numerical studies in which the proposed
approximation is compared with the “exact” value of the normal curvature, obtained by the adaptative Gauss-Hermite
quadrature, present excelent results. We illustrate the proposed methodology with at least one application to real data
sets.","Local Influence, Generalized linear mixed models, maximal curvature."
891,"The objective of the work is to present a composite criterion function that optimizes the prediction variance taking into account the number of degrees of freedom for the pure error in factorial experiments with fixed block effects. The efficiencies of the constructed designs are illustrated and compared with the efficiencies of the classic I-, IP-, D- and DP-optimal designs through an example that investigates the best pasta recipe.","Optimal designs, I-optimality, Lack of fit"
1126,"Linear regression models with errors in the skew-t family, which includes normal, Student-t and skew normal distributions as particular cases, have been considered a robust alternative to the normal model. However, presence of outliers can affect estimates. The main goal of this work is to identify situations in which skew-t models are more vulnerable, robustness proprieties related to skew normal and skew-t models and to adapt a robust estimator for this class of models. We could find that outliers in the right tail have stronger impact on the estimates of shape parameters. By a simulation study, it was possible to see that the effect on parameters depend on the proportion of contaminants and how far they are from the mass of the distribution. At last, we tested an adapted robust estimator that proved to have good behavior to outliers in datasets with moderate skewness.","Statistical Inference, Robustness, MLE, M-Estimators, Skew-t models"
1164,"For more than two years, the Public Ministry of the State of São Paulo has been dedicated to the knowledge of the phenomenon of the disappearance of people. Through the Program for Locating and Identifying Missing Persons –PLID, the need to adopt a public policy on the subject was demonstrated. The program allowed the investigation of the disappearance of vulnerable people and the creation of a database at the State level. In this study, we analyzed a total of 24,261 disappearance complaints filed in 2013 and 2014, according to the Prodesp system of the Government of São Paulo. We use text mining techniques to work with Police Reports, Naive Bayes model to automatically classify possible causes of disappearances. As a result, we observed that individuals have different patterns of disappearance ages in relation to sex and cause of disappearance. With the results, effective action strategies will be defined in combating organized crime and locating the missing.","missing; data mining, police report"
1041,"Abstract This work was carried out with the objective of evaluating the profile of the graduates of the Administration Integrated to High School course at the Federal Institute of Education, Science and Technology of Rio Grande do Sul - Campus Canoas. The feedback from students graduated in the course is extremely important for the Institution, as in addition to having completed the course in IFRS and being able to evaluate it more broadly, they have already empirically experienced the contributions of the course in their professional and academic life. Analyzing this information, it was possible to know the situation of students who graduated from the IFRS and identify points to be improved both in the Institution and in the Administration course. A questionnaire was applied using the Google Forms tool for classes that graduated in 2014, 2015 and 2016, in which we sought to know what was the relationship of the graduate with IFRS while at the institution, what is their current situation, what is their current situation. its evaluation of the course and the Institution and on the IFRS communication. The results found demonstrate a unanimous interest of the graduates in continuing their studies, in addition to an excellent evaluation of the teaching, teachers and the basic curriculum of the Administration course. In addition, it demonstrates that the Institution managed to develop most of the skills expected for the student who graduated from the Technical course in Administration Integrated to High School from IFRS - Campus Canoas.",Graduates. Integrated High School. Assessment
1113,"In many practical situations the relationship between a response variable and one or more covariates is curved. Among the different ways to represent this curvature, Royston and Altman (1994) proposed an extensive family of functions called Fractional Polynomials (PF). Bové and Held (2011) implemented the Bayesian paradigm for PF under the assumption of normality of errors. Its methodology is based on a hyper−g a priori distribution, which, in addition to many interesting asymptotic properties, guarantees a consistent Bayesian weighting of models (BMA). In this work, the effectiveness of this technique is verified from simulations where the underlying function is PF1 (degree one) or PF2 (degree two) and the errors are normal. In a scenario of only one covariate, for different values of n, R2 and β, the simulation results show good success percentages. However, the classical approach showed better results when the underlying function was given by PF1, whereas, in the Bayesian approach, the results were better when the function was given by a PF2.","Priori hyper-g, underlying function, simulation."
1256,"This article aims to measure the participation of the main economic variables related to inflation through a dynamic model. In view of the interventions on prices monitored between 2013 and 2015, which were followed by the detachment of inflation from its target, as well as the influence perceived by the food and beverage group on inflation, we seek to verify which the impact of these two segments on inflationary dynamics for the period between 2007 and 2017. The suggested results highlight the significant impact of regulated prices on Brazilian inflationary dynamics.",Inflation; Price Groups; VAR.
1215,"Machine learning techniques stand out for the versatility employed in many business areas that involve data prediction and characterization problems. This work approaches a classification model using Bayesian Networks as a focus, a technique that is increasingly requested and studied in the scenario of machine learning and “BigData”. The model, Naïve-Bayes, considers independence among all covariates in the study, which can rarely be proven. This is one of the models that are used to predict Dota2 matches, in which periodic data collection was performed using the API available by the game manufacturer. The performance of the model was acceptable for future predictions, however, the superior performance of other models is notorious, such as: TAN (Tree Argumented Naïve-Bayes) (Friedman, N. et. al.(1997)) compared to the model Naïve-Bayes.","Prediction, Dota2 Matches, Naïve-Bayes"
1352,"Digital image processing means the manipulation of an image by a computer so that the input and output of the process are images. Image compression is the application of data compression on digital images. In effect, the objective is to reduce data redundancy in order to store or transmit that same data efficiently. Thus, this article aims to study the effects of using the numerical approximation technique called rounded cosine transform (RCT) (Bayer and Cintra, 2010). Additionally, the particular case of the proposed transformation in 8 × 8 matrices and compare it to exact DCT.","processamento digital de imagens, transformada discreta do cosseno, transformada arredondada do cosseno"
910,"This article aims to apply stochastic models to simulate the dynamics of an area of a Mixed Tropical Forest area located in the Tapajós National Forest, in the municipality of Belterra, in the state of Pará, Brazil. Data are from 25 permanent plots of 62.5 ha, with annual measurements of all individuals with DBH greater than or equal to 5 cm obtained in 1981 and 1983. Three methods based on Markov chain were used to model and predict the distribution diametric of individuals in 1987. Finally, statistical criteria were used to present the most appropriate model for the phenomenon being studied and the most appropriate for modeling the dynamics of the area.","Processos Estocásticos, Cadeia de Markov, Floresta Nacional do Tapajós"
1228,"This work has as its theme the application of main components to help the construction of models that perform automatic recognition of handwritten digits. Multinomial response models were adjusted through neural networks, using the principal components referring to the data as explanatory variables, testing an increasing number of components and checking the accuracy of each model by 5-fold cross-validation. It was concluded that the optimal number of main components to be used was 21, which results in an accuracy of approximately 88%. At the end, the marginal utility measure is proposed, which represents the utility of each pixel by itself in the classification of the number, which can be used in contexts of data compression, for example.",nothing
1211,"In order to unify several important discrete models in a single conceptual framework, Cordeiro et al. (2009) proposed a new class of models in generalized nonlinear power series (MSPNLG). Silva et al. (2017) obtained a correction for the second-order bias of the maximum likelihood estimators of the parameters in this class of models. In this work, expressions in matrix notation were obtained from the Bartlett and Bartlett-type correction factors to the likelihood ratio, score, and gradient statistics, respectively, in the MSPNLG. We evaluated and numerically compared the performance of the proposed tests through Monte Carlo simulation in relation to size and power, in finite samples.",Bartlett&#39;s correction; Type-Bartlett Correction; Chi-square distribution; Likelihood Ratio Test; Test Score; Gradient Test.
1014,"In this work we developed the zero-inflated bimodal beta distribution, we presented the hope and the variance for this distribution, we defined maximum likelihood estimators and built the regression model for this probabilistic model, we performed a simulation study to evaluate the performance of the maximum likelihood estimators (obtained through the EM algorithm initialized with K-means method) of the parameters of the bimodal beta regression model inflated to zero.","distribution mixing, zero-inflated beta bimodal regression, EM algorithm, K-means."
1169,"A model of democracy in the world, Cape Verde, which also faces crime as a social problem common to any nation, is segmented into an archipelago of volcanic origin with 10 islands (9 inhabited) and 8 islets, and the administration of each region takes place by the congregation of &quot;Parishes&quot; that form the &quot;Counties&quot;, equivalent to Municipalities. With the need for greater attention from public policies to the activity of this phenomenon throughout the territory, for the maintenance of order, it becomes relevant to investigate the patterns of criminal actions in these Municipalities. This exploratory study analyzes the relationship between Cape Verdean Municipalities with the categorized types of crimes that occurred in the country in the period from 2013 to 2016, which after applying the chi-square test, criterion β for confirming dependence between the categories of qualitative variables, through the multivariate statistical technique Correspondence analysis, the results of the disregard of urban borders and a large concentration of population were obtained, showing the predominance of crimes such as Robbery and Homicide in Regions below the Capital, Praia, which he related up with the crimes of Damage and Corporal Offense, characteristic of the peculiar phenomenon of juvenile delinquency in the country, Thugs.","Relation, County, Municipality, Cape Verde, Crime, Correspondence Analysis"
947,"The main objective was to analyze the relationship between the Infant Mortality Rate (TMI) and the Total Fertility Rate (TFT) for the microregions of the Brazilian semiarid region in 2010. For this purpose, the clusterwise regression technique was used for the 137 microregions with the purpose of grouping data elements based on the linear relationship between TMI and TFT. Regression models were validated for each cluster found, verifying the fulfillment of the assumptions through the following techniques: analysis of model residues, diagnosis of homoscedasticity by the Breusch-Pagan test and the Shapiro-Wilks normality test. Averages weighted by the population size of the TMI microregions estimated by the Ministry of Health&#39;s Active Search Project were calculated with those estimated by the Human Development Atlas (ATLAS). TFTs were extracted from ATLAS. The clusterwise regression model pointed to three clusters, whose assumptions were met. The formation of clusters allowed the identification of regional blocks within the semiarid region with distinctive characteristics such as higher TMI and TFT in one block and variations in these rates in the others. These characteristics can assist in monitoring, optimizing and setting interregional priorities regarding investments in the reproductive health of women and children, as well as in socioeconomic development, as the latter has been repeatedly associated with these rates in the literature.","Demographic indicators, clusterwise regression, semiarid."
1231,": In this work, the usual income of the main job per annualized hour worked was statistically modeled for the employed population aged 18 to 65 years in Brazil in the 3rd quarter of 2017. For this purpose, the survey package of the R e statistical software was used. PNADC data. The following predictive variables were used in the model: contributors or not with a social security institute in relation to the main job; sex; highest level of education achieved; age; and color or race. As a result, it was obtained, according to the model used, that for employed persons aged 18 to 65 years old in Brazil in the 3rd quarter of 2017: not being a contributor in relation to the main job implies a reduction on average of 37.68% in the usual income of the main job per hour worked; being a woman implies an average reduction of 19.86% in the usual income from the main job per hour worked; having a higher level of education attained higher education or equivalent implies an increase on average of 141.86% in the usual income of the main job per hour worked; being in the age group of 31 to 65 years implies an increase on average of 27.08% in the usual income of the main job per hour worked; having a black color implies an average reduction of 20.76% in the usual income of the main job per hour worked; being brown implies an average reduction of 22.13% in the usual income of the main job per hour worked; having an indigenous race implies an average reduction of 21.55% in the usual income from the main job per hour worked; among other important results.",Performance; Main job; Occupied population; Regression model; Taxpayer; Pension; Sex; Instruction level; Age; Color or race.
1320,"This paper proposes a robust estimation method of the sample autocovariance and autocorrelation functions in the presence of additive outliers. The robustness property is achieved by replacing the standard Fourier transform by its robustified version obtained by substituting the least square procedure in the harmonic regression by the non-linear M-regression. Simulation experiments are conducted to assess the performance of the estimators under contaminated and non-contaminated scenarios.
",Robust estimation; outliers; autocorrelation; spectral density
1316,"Decision Theory and Bayesian Inference have an important role to solve some common problems in research and practice in the medical field. These decisions may be from different natures and can consider several factors, such as the costs to carry out the study and each sample unit and, especially, the risks for the patients involved. Here, the estimation of sample size calculation considers the cost of sampling units and clinically relevant size of credible interval for difference between groups. By fixing a probability to the HPD region, the Bayes’ Risk is calculated for each sample size possible and it is chosen the optimal sample size, which minimizes the risk. In addition, a second solution is presented by setting the amplitude of the credible interval, leaving its probability free. It is considered a Normal distribution for data with unknown mean and fixed variance (Normal prior) and also the case where both mean and variance are unknown (Normal-Inverse Gamma prior). It is presented a solution considering the statistical distribution of sufficient statistics. In scenarios with no analytical solutions, the optimal sample sizes are presented using Monte Carlo methods.","decision theory, bayesian statistics, monte carlo, sample size."
1094,"The branching process, or Galton-Watson process, is a special type of stochastic process with a lot of application in areas such as biology, physics, computing, among others. In the present work, the basic concepts related to this theory will be studied and a complete study will be carried out on the survival and extinction results of one of its variants: the branching process in variable medium. This will be done through a bibliographic review of the existing results in the literature and the formulation of examples and counterexamples in order to compare them. Different applications will also be discussed.",nothing
1189,"Context Tree Models (MAC) were first introduced in Information Theory by Rissanen (1983) as a parsimonious generalization of Markovian models. Since then, they have been used extensively in applied probability and statistics and have recently been applied to data modeling in different scientific areas such as biology, linguistics and music. The idea behind MACs is that for each past, only a finite past suffix, called context, is sufficient to probabilistically define the next symbol. Stochastic processes, defined over a finite alphabet, that allow a context tree representation are called variable-length memory strings (CMTV). Given a sample of this chain, the estimation of the context tree and the transition probabilities that generate the sequence of symbols in the sample is an issue widely addressed in the literature. Historically, this estimation is performed on different versions of the Context Algorithm, also introduced by Rissanen, and which selects the smallest tree capable of generating the sample. In this sense, we present in this work a brief description of such algorithms and explore the issue of consistency of these estimators.",Context Trees; Context Algorithm; Model Selection; Consistent Estimation.
986,"A typical problem when dealing datasets with a large amount of covariates compared to
small sample sizes is to satisfactorily estimate the parameters associated with each covariate.
When the number of covariates greatly exceeds the sample size, the parameter estimation be-
comes very dicult. In various areas of application such as text categorization, it is necessary
the task of selecting important covariates and avoiding the overtting of the model.
In this work, we developed a Sparse Bayesian binary regression model with asymmetric
link function for text categorization. In addition, we assign a sparse prior distribution (double
exponential) for regression parameters to favor sparsity and to reduce the number of covariates
in the model. The performance of the proposed model is demonstrated with real data set, the
Reuters R8 corpus. The dataset contains the eight most frequent classes from the Reuters-
21578 collection of newswire articles. The eight classes consist of a minimum of 51 up to 3923
documents and sum up to a total of 7674 texts.
Parameter estimation is performed considering Hamiltonian Monte Carlo estimation method
on No-U-Turn Sampler (NUTS) extension, using the Stan software in the R package.
","Bayesian lasso, Skew link, Sparsity, Text categorization."
1165,"In this work, we propose a flexible Bayesian quantile regression model when the response variable is multivariate, where we are able to define a structured additive framework for all predictor variables. We build on previous ideas considering a directional approach to define the quantiles of a response variable with multiple-outputs (Guggisberg, 2017). We combine this approach with a proposal in the literature to define non-crossing quantiles in every directional quantile model (Rodrigues & Fan, 2017). We define a MCMC procedure for model
estimation, where the noncrossing property is obtained considering a Gaussian process design to model the correlation between several quantile regression models. We illustrate the results of these models using German data from the Socio Economic Panel, where the interest lies in explaining more dimensions of inequality in the population, such as income and health, using the dependence between
these two variables.",Multiple-output response variable; Noncrossing Bayesian quantile regression; Inequality dimensions.
980,"High education systems face dropouts and late graduations and then have to deal with economic and social issues. Our goal is to study students dropout from the Bachelor Applied Mathematics course at University of Sao Paulo, whose dropout rate is increasing and worrisome, and also the covariates associated to the risk of dropout and to the risk of graduation. In our proposal we assume that the (latent) failure time is a continuous variable following the proportional hazard model that can just be observed in discrete times (semesters). Since dropout and graduation are competitive events we assume a competing risk survival modeling. We use the log complementary transformation on the risk function to obtain a linear function of the parameters implying that we can fit a generalized linear model with binomial error structure to estimate the regression coefficients. The Bayesian approach is considered to deal with covariate selection and estimation of the parameters. We conclude that the risk of graduation is higher for those who was admitted by first call, that is the risk of dropout is higher for those who was admitted after the first call. Despite this conclusion, in general the covariates may not explain the events for this course in particular.","Bayesian model averaging, Competing risk, University dropout"
1078,"Studies that prove the superiority of a drug in relation to others already existing in the market are of great interest in clinical practice. Based on them the Brazilian National Agency of Sanitary Surveillance (ANVISA) grants superiority drugs registers which can cure faster or increase the probability of cure of patients, compared to standard treatment. It is of the utmost importance that hypothesis tests control the probability of type I error, that is, they control the probability that a non-superior treatment is approved for use; and also achieve the test power regulated with as few individuals as possible. Tests of hypotheses existing for this purpose or disregard the time until the event of interest occurrence (allergic reaction, positive effect, etc.) or are based on the proportional hazards model and ignore the possibility of cure. In this work we developed and investigated a hypothesis tests for clinical trials of superiority, based on the comparison of survival curves under the assumption that the data follow the proportional survival odds model considering cure fraction. Simulation studies are conducted to analyse the ability to control the probability of type I error and the value of the power of the tests when the data do not satisfy the assumption of the test and when they satisfy, for different sample sizes. We conclude that the probability of type I error is underestimated when the data do not satisfy the assumption of the test. And it is controlled when they satisfy, as expected.","Superiority test, type I error, cure fraction"
1239,"Machine learning models (Machine Learning-ML) have been gaining more and more notoriety in several areas of knowledge, because due to their flexibility and non-distribution assumptions, in addition to their great adaptability, they are able to make classifications and predictions for different types of data. . Support Vector Machines are part of ML. They are a technique that has been receiving increasing attention in recent years, and can be used in various pattern recognition tasks, obtaining results superior to those achieved by other learning techniques in various applications. In this work, a comparison is made to the adjustment of volatility models (GARCH) in which a comparison is made with the Support Vector Machine technique.",Machine Learning; Volatility; Return series; IBOVESPA.
1089,"The Aim this work wasto estimate the mortality from people aged ≥65 years old in three scenarios with different socio-economic background and urbanization process by using flexible parametric survival models.
The three cohorts coming from Brazil (n=365, 8 years of follow-up), Argentina (n=1800, 10 years of follow-up) and Italy (n=2472, 30 years of follow-up) were considered and only people with ≥65 years old included.  Time to death (months) from enrolment and all-causes mortality were considered. Statistical analysis included Frailty Cox’s Model and Flexible Parametric Survival Analysis. Mean (SE) follow-up was 70.8 (2.6) for men and 74.2 (2.0) for women in Brazil, 63.9 (2.1) for men and 67.8 (1.8) for women in Argentina and 298.7 (10.5) for men and 304.9 (11.0) for women in Italy. Frailty Cox model showed significant positive effects of age and an effect modification of High Blood Pressure and Non-communicable diseases but not effects proportionality. Modeling evidenced a positive statistically significant effect of Age, Non-communicable Diseases and Smoking. There was also an effect modification of Non-Communicable Diseases on High Blood Pressure. Overall Flexible Models estimates were more conservative with an increase in their precision.  Conclusion: High Blood Pressure and Non-Communicable Diseases are important causal components and strong risk factors of cardiovascular mortality in these countries. The model obtained indicates a common causal model in three cohorts coming from very different environments.
","Cardiovascular Diseases, Diabetes, Elderly, Hypertension, Survival analysis.
"
1243,"For time data modeling, ARMA models are widely used. However, in time series that contain atypical observations, these models may not be adequate. An alternative to properly model this type of series is to consider more flexible distributions, such as the Student t distribution. Maior &amp; Cysneiros (2018) developed the SYMARMA model that assumes that the variable of interest follows a distribution belonging to a symmetrical class that was less sensitive to atypical observations. In this work, we apply the SYMARMA model to finance data from the Brazilian market, more specifically to the CAPM model (Capital Asset Pricing Model) in which a functional relationship is established between the expected return of a security, the risk-free return and a premium per risk. CAPM&#39;s models have been applied to a variety of situations in finance in the estimation of systematic risk.",nothing
1297,"In this work, we derive a likelihood ratio statistic corrected by a Bartlett correction factor to test parameters of a multivariate normal model with general parameterization, which is a particular case of the general elliptical model. This corrected statistic has a $\chi^2$ distribution up to an error of order $o(n^{-1})$ under the null hypothesis, thus having better performance in small samples compared to the original likelihood ratio statistic.","Bartlett&#39;s Correction, Likelihood Ratio Statistics, Normal Model"
